# Experiment File Name : card ARV7 _10 08.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.6","0.073","false","1.0","3088.769",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.6","0.066","false","2.0","3117.089",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.614","0.072","false","3.0","3116.107",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.608","0.058","false","4.0","3126.151",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.6","0.042","false","5.0","3131.015",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.606","0.04","false","6.0","3133.547",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.608","0.034","false","7.0","3136.305",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.592","0.01","false","8.0","3193.264",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.605","0.015","false","9.0","3223.122",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.602","0.005","false","10.0","3242.42",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.612","0.007","false","11.0","3109.557",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.609","-0.005","false","12.0","3200.674",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.604","-0.018","false","13.0","3181.464",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.625","-0.004","false","14.0","3221.727",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.611","-0.027","false","15.0","3178.168",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.628","-0.017","false","16.0","3187.423",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.617","-0.036","false","17.0","3170.9",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.621","-0.04","false","18.0","3190.755",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.648","-0.021","false","19.0","3215.996",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.625","-0.052","false","20.0","3198.495",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.64","-0.045","false","21.0","3195.432",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.661","-0.032","false","22.0","3217.059",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.646","-0.055","false","23.0","3289.697",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.664","-0.045","false","24.0","3278.059",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.661","-0.056","false","25.0","3254.063",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.679","-0.046","false","26.0","3156.845",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.694","-0.038","false","27.0","3298.67",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.7","-0.04","false","28.0","3161.521",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.722","-0.026","false","29.0","3241.682",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.737","-0.019","false","30.0","3223.738",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.763","-0.001","false","31.0","3301.227",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.778","0.006","false","32.0","3251.003",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.796","0.016","false","33.0","3287.567",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.815","0.027","false","34.0","3307.491",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.837","0.041","false","35.0","3234.645",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.868","0.064","false","36.0","3317.898",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.873","0.061","false","37.0","3189.157",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.878","0.058","false","38.0","3339.223",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.893","0.065","false","39.0","3198.144",
"card ARV7 _10 08.02.22.sds","","A1","-478577_mir","229","2.898","0.063","false","40.0","3235.708",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.589","0.028","false","1.0","2941.485",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.569","0.016","false","2.0","2990.436",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.548","0.003","false","3.0","3035.153",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.548","0.01","false","4.0","2986.82",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.534","0.004","false","5.0","3060.266",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.521","-0.002","false","6.0","3065.69",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.513","-0.002","false","7.0","3067.825",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.507","-0.001","false","8.0","3071.416",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.501","0.001","false","9.0","3062.471",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.483","-0.009","false","10.0","3082.96",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.481","-0.004","false","11.0","3016.814",
"card ARV7 _10 08.02.22.sds","","A2","-477973_mir","229","1.475","-0.002","false","12.0","3092.771",
