# Experiment File Name : card ARV7 _6 08.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.187","0.06","false","1.0","2488.677",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.205","0.071","false","2.0","2523.265",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.209","0.068","false","3.0","2545.392",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.207","0.059","false","4.0","2593.846",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.197","0.04","false","5.0","2503.095",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.218","0.054","false","6.0","2602.674",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.218","0.047","false","7.0","2552.371",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.193","0.014","false","8.0","2557.289",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.204","0.018","false","9.0","2518.651",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.184","-0.01","false","10.0","2548.032",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.201","0.0","false","11.0","2571.056",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.195","-0.014","false","12.0","2546.431",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.195","-0.021","false","13.0","2571.828",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.212","-0.012","false","14.0","2519.488",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.204","-0.028","false","15.0","2547.304",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.199","-0.04","false","16.0","2556.814",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.216","-0.031","false","17.0","2512.706",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.231","-0.024","false","18.0","2487.854",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.224","-0.038","false","19.0","2555.356",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.237","-0.033","false","20.0","2520.881",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.238","-0.039","false","21.0","2508.444",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.239","-0.046","false","22.0","2609.608",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.231","-0.061","false","23.0","2565.7",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.25","-0.05","false","24.0","2519.884",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.259","-0.048","false","25.0","2544.223",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.29","-0.026","false","26.0","2514.313",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.296","-0.026","false","27.0","2548.51",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.303","-0.027","false","28.0","2517.303",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.311","-0.027","false","29.0","2484.818",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.346","0.001","false","30.0","2456.522",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.336","-0.017","false","31.0","2531.601",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.379","0.018","false","32.0","2551.398",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.389","0.021","false","33.0","2507.248",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.389","0.014","false","34.0","2497.969",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.42","0.037","false","35.0","2489.377",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.458","0.067","false","36.0","2484.574",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.462","0.063","false","37.0","2456.137",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.448","0.042","false","38.0","2384.756",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.471","0.057","false","39.0","2572.963",
"card ARV7 _6 08.02.22.sds","","A1","-478577_mir","146","3.511","0.09","false","40.0","2478.888",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","2.028","0.06","false","1.0","2771.292",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.981","0.021","false","2.0","2745.584",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.974","0.023","false","3.0","2829.658",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.95","0.008","false","4.0","2864.28",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.938","0.006","false","5.0","2816.441",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.923","-0.001","false","6.0","2845.053",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.914","0.0","false","7.0","2804.164",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.9","-0.006","false","8.0","2900.054",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.893","-0.003","false","9.0","2724.716",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.883","-0.004","false","10.0","2801.582",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.861","-0.018","false","11.0","2891.374",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.857","-0.013","false","12.0","2873.785",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.854","-0.006","false","13.0","2896.063",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.846","-0.005","false","14.0","2862.976",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.835","-0.007","false","15.0","2935.198",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.831","-0.002","false","16.0","2860.545",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.818","-0.007","false","17.0","2899.567",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.813","-0.003","false","18.0","2889.502",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.808","0.001","false","19.0","2941.325",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.806","0.009","false","20.0","2925.845",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.801","0.012","false","21.0","2924.957",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.796","0.016","false","22.0","2919.495",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.792","0.021","false","23.0","2864.362",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.805","0.044","false","24.0","2951.841",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.801","0.048","false","25.0","2962.029",
"card ARV7 _6 08.02.22.sds","","A2","-477973_mir","146","1.823","0.079","false","26.0","2958.261",
