# Experiment File Name : card ARV7 _11 09.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","237","-478577_mir","0.774","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"A2","237","-477973_mir","1.209","Amp","UNKNOWN","32.174","30.892","1.813","-","-","-","-","-","-","-","true","0.207","true","3.0","23.0","false",
"A3","237","-477975_mir","1.285","Amp","UNKNOWN","24.849","25.009","0.226","-","-","-","-","-","-","-","true","0.288","true","3.0","16.0","false",
"A4","237","-477992_mir","1.368","Amp","UNKNOWN","27.646","27.045","0.85","-","-","-","-","-","-","-","true","0.401","true","3.0","20.0","false",
"A5","237","-478369_mir","1.284","Amp","UNKNOWN","26.081","25.856","0.318","-","-","-","-","-","-","-","true","0.289","true","3.0","18.0","false",
"A6","237","-478007_mir","1.095","Amp","UNKNOWN","25.282","24.799","0.683","-","-","-","-","-","-","-","true","0.132","true","3.0","21.0","false",
"A7","237","-478606_mir","1.024","No Amp","UNKNOWN","Undetermined","28.204","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"A8","237","-478026_mir","0.0","Inconclusive","UNKNOWN","Undetermined","25.396","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"A9","237","-478213_mir","0.639","Inconclusive","UNKNOWN","Undetermined","30.76","-","-","-","-","-","-","-","-","true","0.068","true","3.0","39.0","false",
"A10","237","-478343_mir","1.071","Amp","UNKNOWN","26.189","26.563","0.529","-","-","-","-","-","-","-","true","0.075","true","3.0","21.0","false",
"A11","237","-477860_mir","1.41","Amp","UNKNOWN","19.744","19.582","0.229","-","-","-","-","-","-","-","true","0.461","true","3.0","12.0","false",
"A12","237","-478225_mir","1.114","Amp","UNKNOWN","22.851","20.262","3.662","-","-","-","-","-","-","-","true","0.064","true","3.0","18.0","false",
"A13","237","-478412_mir","0.919","Amp","UNKNOWN","15.257","16.452","1.69","-","-","-","-","-","-","-","true","0.04","true","3.0","13.0","false",
"A14","237","-477885_mir","1.397","Amp","UNKNOWN","28.388","28.397","0.012","-","-","-","-","-","-","-","true","0.387","true","3.0","21.0","false",
"A15","237","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"A16","237","-477916_mir","1.486","Amp","UNKNOWN","24.521","24.423","0.139","-","-","-","-","-","-","-","true","0.384","true","3.0","17.0","false",
"A17","237","-477925_mir","0.967","Amp","UNKNOWN","34.866","35.652","1.111","-","-","-","-","-","-","-","true","0.076","true","3.0","29.0","false",
