# Experiment File Name : card ARV7 _5 08.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.177","0.145","false","1.0","2359.678",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.172","0.135","false","2.0","2487.264",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.16","0.117","false","3.0","2484.153",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.139","0.091","false","4.0","2447.956",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.122","0.068","false","5.0","2427.036",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.135","0.076","false","6.0","2380.284",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.092","0.027","false","7.0","2472.118",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.078","0.008","false","8.0","2446.591",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.085","0.009","false","9.0","2365.326",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.1","0.019","false","10.0","2424.742",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.071","-0.016","false","11.0","2505.314",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.104","0.011","false","12.0","2384.402",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.09","-0.008","false","13.0","2390.644",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.075","-0.028","false","14.0","2440.86",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.075","-0.033","false","15.0","2424.157",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.063","-0.051","false","16.0","2358.33",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.057","-0.063","false","17.0","2420.277",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.111","-0.014","false","18.0","2339.848",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.059","-0.071","false","19.0","2431.067",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.114","-0.022","false","20.0","2324.452",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.085","-0.056","false","21.0","2394.423",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.065","-0.082","false","22.0","2445.687",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.085","-0.067","false","23.0","2453.388",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.105","-0.053","false","24.0","2407.504",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.112","-0.051","false","25.0","2371.648",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.113","-0.055","false","26.0","2398.966",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.106","-0.068","false","27.0","2396.399",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.133","-0.047","false","28.0","2297.28",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.121","-0.064","false","29.0","2346.766",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.152","-0.039","false","30.0","2272.81",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.15","-0.046","false","31.0","2330.803",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.178","-0.024","false","32.0","2318.034",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.219","0.012","false","33.0","2259.836",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.238","0.025","false","34.0","2316.542",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.271","0.053","false","35.0","2260.302",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.298","0.074","false","36.0","2382.07",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.332","0.103","false","37.0","2336.279",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.366","0.131","false","38.0","2219.542",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.375","0.135","false","39.0","2335.266",
"card ARV7 _5 08.02.22.sds","","A1","-478577_mir","137","3.354","0.109","false","40.0","2262.696",
"card ARV7 _5 08.02.22.sds","","A2","-477973_mir","137","1.317","-0.028","false","1.0","2592.725",
"card ARV7 _5 08.02.22.sds","","A2","-477973_mir","137","1.331","-0.015","false","2.0","2595.146",
