# Experiment File Name : card ARV7 _3 07.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.296","0.18","false","1.0","2653.039",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.278","0.165","false","2.0","2617.748",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.248","0.138","false","3.0","2601.539",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.212","0.105","false","4.0","2604.912",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.194","0.09","false","5.0","2628.853",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.188","0.086","false","6.0","2707.617",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.179","0.081","false","7.0","2591.631",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.161","0.065","false","8.0","2739.952",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.109","0.016","false","9.0","2652.463",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.096","0.006","false","10.0","2668.052",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.109","0.022","false","11.0","2647.085",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.069","-0.016","false","12.0","2751.718",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.051","-0.032","false","13.0","2744.365",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.04","-0.039","false","14.0","2678.469",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.027","-0.049","false","15.0","2693.667",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.022","-0.052","false","16.0","2704.352",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","3.019","-0.051","false","17.0","2657.238",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.992","-0.076","false","18.0","2711.962",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.965","-0.1","false","19.0","2793.402",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.985","-0.077","false","20.0","2758.496",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.966","-0.093","false","21.0","2750.145",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.961","-0.096","false","22.0","2804.372",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.967","-0.087","false","23.0","2759.838",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.956","-0.095","false","24.0","2743.382",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.956","-0.093","false","25.0","2754.278",
"card ARV7 _3 07.02.22.sds","","A1","-478577_mir","119","2.941","-0.105","false","26.0","2811.677",
